개방자치코드,인허가일자,영업상태코드,상세영업상태,소재지,도로명,사업장명,자본금
3000000,2008-03-10,04,등록취소,서울특별시 종로구 통의동 35-89번지 오리온빌딩 2층 ,"서울특별시 종로구 효자로 7-2 (통의동,오리온빌딩 2층)",(유)더에이치엔에스,38097000
3000000,1998-05-12,04,등록취소,서울특별시 종로구 내수동 4-0번지 옥빌딩601호 ,"서울특별시 종로구 새문안로5가길 11  (내수동,옥빌딩601호)",(주)보딩패스여행사,25243000
3000000,1998-08-10,04,등록취소,서울특별시 종로구 신문로1가 25-0번지 용마빌딩401호 ,,(주)동성에어,4200000
3000000,1998-11-21,04,등록취소,서울특별시 종로구 청진동 244-0번지 한백빌딩3층 ,,에스케이여행사,12044000
3000000,1999-03-12,04,등록취소,서울특별시 종로구 당주동 2-2번지 ,서울특별시 종로구 새문안로5가길 3-1  (당주동),(주)고산자답사회한국여행문화,34454000
3000000,2007-08-13,04,등록취소,서울특별시 종로구 신문로1가 58-14번지 한글회관 4층 ,"서울특별시 종로구 새문안로3길 7  (신문로1가,한글회관 4층)",(주)나인틴골프여행사,10764000
3000000,2007-10-24,04,등록취소,서울특별시 종로구 신문로1가 163번지 광화문오피시아빌딩 1032호,서울특별시 종로구 새문안로 92 (신문로1가),(주)마사리조트코리아,23134000
3000000,1999-03-25,04,등록취소,서울특별시 종로구 당주동 145-0번지 미도파빌딩507호 ,"서울특별시 종로구 세종대로23길 47  (당주동,미도파빌딩507호)",(주)에스엘여행사(),42130000
3000000,1999-04-19,04,등록취소,서울특별시 종로구 신문로1가 58-0번지 구세군회관빌딩604호 ,,(주)여행통신,44335000
3000000,1999-04-29,04,등록취소,서울특별시 종로구 신문로1가 7-2번지 세종빌딩305호 ,,(주)명품여행사,24542000
3000000,1999-04-30,04,등록취소,서울특별시 종로구 내수동 4-0번지 옥빌딩403호 ,"서울특별시 종로구 새문안로5가길 11  (내수동,옥빌딩403호)",(주)삼아항공,28958000
3000000,1999-05-13,04,등록취소,서울특별시 종로구 내수동 167-0번지 세종로대우빌딩 901호 ,"서울특별시 종로구 새문안로3길 30  (내수동,세종로대우빌딩 901호)",(주)덕송라인,5622000
3000000,1999-08-13,04,등록취소,서울특별시 종로구 청진동 201-1번지 진학회관 401호 ,"서울특별시 종로구 종로3길 38  (청진동,진학회관 401호)",(주)한빛여행문화,13199000
3000000,1999-08-17,04,등록취소,서울특별시 종로구 신문로1가 24-0번지 고려빌딩516호 ,"서울특별시 종로구 새문안로 91  (신문로1가,고려빌딩516호)",(주)고고여행사,6834000
3000000,1999-09-18,04,등록취소,서울특별시 종로구 신문로1가 58-1번지 구세군회관 401호 ,"서울특별시 종로구 새문안로 69  (신문로1가,구세군회관 401호)",(주)리츠여행사,36430000
3000000,1999-11-22,04,등록취소,서울특별시 종로구 도렴동 60-0번지 도렴빌딩 702호 ,"서울특별시 종로구 새문안로5길 37  (도렴동,도렴빌딩 702호)",(주)아이신나,11469000
3000000,1999-11-22,04,등록취소,서울특별시 종로구 관훈동 198-16번지 남도빌딩 305호 ,"서울특별시 종로구 인사동7길 33  (관훈동,남도빌딩 305호)",(주)여행그리고꿈,42566000
3000000,1999-11-30,04,등록취소,서울특별시 종로구 경운동 101-5번지 ,,(주)태신항공여행사,34457000
3000000,1996-12-26,04,등록취소,서울특별시 종로구 종로1가 19-1번지 표준빌딩 701호 ,,(주)천문파티마관광,11826000
3000000,1997-02-26,04,등록취소,서울특별시 종로구 견지동 54-0번지 우일빌딩 비1층 ,"서울특별시 종로구 우정국로 51  (견지동,우일빌딩 비1층)",(주)초원월드여행사,8768000
3000000,2013-02-13,04,등록취소,서울특별시 종로구 관훈동 197-28번지 백상빌딩 1023호,"서울특별시 종로구 인사동7길 12, 1023호 (관훈동, 백상빌딩)",뭉치고,21260000
3000000,2000-07-20,04,등록취소,서울특별시 종로구 연건동 81-1번지 ,서울특별시 종로구 대학로5가길 1  (연건동),(주)메디투어,7546000
3000000,2000-08-09,04,등록취소,서울특별시 종로구 내수동 167-0번지 세종로대우빌딩815호 ,"서울특별시 종로구 새문안로3길 30  (내수동,세종로대우빌딩815호)",(주)시에스유니언,33308000
3000000,2000-08-30,04,등록취소,서울특별시 종로구 신문로1가 24-0번지 고려빌딩 304호 ,"서울특별시 종로구 새문안로 91  (신문로1가,고려빌딩 304호)",비비투어닷컴(주),1866000
3000000,2000-09-08,04,등록취소,서울특별시 종로구 도렴동 115-0번지 삼육빌딩 308 308호,,(주)씨앤티항공물산(),3349000
3000000,2001-10-18,04,등록취소,서울특별시 종로구 신문로1가 25번지 용마빌딩407 ,,(주)여행게이트(),7151000
3000000,2001-11-21,04,등록취소,서울특별시 종로구 안국동 175-87번지 안국빌딩 1402호 ,"서울특별시 종로구 율곡로 33  (안국동,안국빌딩 1402호)",(주)토토항공,37990000
3000000,2001-11-30,04,등록취소,서울특별시 종로구 동숭동 1-49번지 동숭빌딩 501호 ,"서울특별시 종로구 대학로8가길 56  (동숭동,동숭빌딩 501호)",(주)꿈을펼치는공간,42641000
3000000,2001-12-03,04,등록취소,서울특별시 종로구 인사동 194번지 홍익빌딩 605호 ,"서울특별시 종로구 인사동5길 26  (인사동,홍익빌딩 605호)",(주)쌍용세계투어,21074000
3000000,2002-12-09,04,등록취소,서울특별시 종로구 숭인동 211-8번지 해광빌딩 503호 ,"서울특별시 종로구 난계로27길 44-5  (숭인동,해광빌딩 503호)",(주)만남여행사(),39284000
3000000,2002-12-09,04,등록취소,서울특별시 종로구 신문로1가 238-0번지 신문로빌딩 지하7호 ,"서울특별시 종로구 새문안로3길 12  (신문로1가,신문로빌딩 지하7호)",(주)프라이데이투어(),17017000
3000000,2004-09-21,04,등록취소,서울특별시 종로구 당주동 5번지 로얄빌딩 927호 ,"서울특별시 종로구 새문안로5길 19  (당주동,로얄빌딩 927호)",여행광장(주),43457000
3000000,2010-06-04,04,등록취소,서울특별시 종로구 내수동 75번지 용비어천가 926호,"서울특별시 종로구 새문안로3길 36, 926호 (내수동,용비어천가)",아시아골프클럽(주),17335000
3000000,2004-12-08,04,등록취소,서울특별시 종로구 신문로1가 163번지 광화문오피시아 1021호,"서울특별시 종로구 새문안로 92, 1021호 (신문로1가, 광화문오피시아)",(주)비주항공여행,27918000
3000000,2005-10-12,04,등록취소,서울특별시 종로구 내수동 72번지 경희궁의아침3단지625 ,"서울특별시 종로구 사직로8길 34  (내수동,경희궁의아침3단지625)",(주)내나라여행,8157000
3000000,2005-10-28,04,등록취소,서울특별시 종로구 명륜2가 199-1번지 ,,(주)학동마을여행나라,7822000
3000000,2002-02-07,04,등록취소,서울특별시 종로구 청진동 136-0번지 삼공빌딩 12층 ,"서울특별시 종로구 종로5길 13  (청진동,삼공빌딩 12층)",주)스마일세계여행,16103000
3000000,2002-02-19,04,등록취소,서울특별시 종로구 당주동 145-0번지 미도파빌딩 1010호 ,"서울특별시 종로구 세종대로23길 47  (당주동,미도파빌딩 1010호)",주)글로벌로시,1953000
3000000,2002-03-06,04,등록취소,서울특별시 종로구 종로1가 45-0번지 서울빌딩 306호 ,,(주)유진트래블(),9904000
3000000,2002-03-14,04,등록취소,서울특별시 종로구 청진동 184-1번지 삼송빌딩 601호 ,"서울특별시 종로구 종로3길 34  (청진동,삼송빌딩 601호)",나라사랑국토순례,42516000
3000000,2002-05-01,04,등록취소,서울특별시 종로구 신문로1가 25-0번지 용마빌딩 503호 ,,(주)보석여행사(),19964000
3000000,2002-05-20,04,등록취소,서울특별시 종로구 신교동 57-0번지 신도빌딩 3층 57동 ,"서울특별시 종로구 자하문로 83, 57동 (신교동,신도빌딩 3층)",네이블여행사(주)(),39242000
3000000,2012-12-28,04,등록취소,서울특별시 종로구 익선동 55번지 현대뜨레비앙 비116호,"서울특별시 종로구 돈화문로11가길 59, 비116호 (익선동, 현대뜨레비앙)",주식회사 아이티씨투어,13787000
3000000,2002-06-04,04,등록취소,서울특별시 종로구 종로1가 19-1번지 표준빌딩 401호 ,,(주)스카이트래블,12814000
3000000,2002-06-05,04,등록취소,서울특별시 종로구 혜화동 133-1번지 복지빌딩 401호 ,"서울특별시 종로구 창경궁로 266  (혜화동,복지빌딩 401호)",주)포유항공여행사(),6340000
3000000,2002-06-20,04,등록취소,서울특별시 종로구 적선동 156번지 광화문플래티넘  808호 ,"서울특별시 종로구 새문안로5가길 28  (적선동,광화문플래티넘  808호)",오진투어(주),2624000
3000000,2000-06-22,04,등록취소,서울특별시 종로구 필운동 278-5번지 ,서울특별시 종로구 사직로10길 8  (필운동),주)퍼스트커뮤니케이션즈,42134000
3000000,2000-07-14,04,등록취소,서울특별시 종로구 신문로1가 238-0번지 동아생명빌딩2층 ,"서울특별시 종로구 새문안로3길 12  (신문로1가,동아생명빌딩2층)",(주)썸씽투어,20669000
3000000,2008-12-12,04,등록취소,서울특별시 종로구 인사동 43번지 대일빌딩코쿤피스 103호 ,"서울특별시 종로구 인사동길 12  (인사동,대일빌딩코쿤피스 103호)",(주)티에스컬쳐,961000
3000000,2003-03-24,04,등록취소,서울특별시 종로구 종로1가 1번지 교보빌딩 10층 ,"서울특별시 종로구 종로 1  (종로1가,교보빌딩 10층)",(주)야호여행사,16349000
3000000,2003-03-27,04,등록취소,서울특별시 종로구 수송동 58번지 두산위브파빌리온 1038 ,"서울특별시 종로구 삼봉로 81  (수송동,두산위브파빌리온 1038)",(주)일양항공여행사,32406000
3000000,2003-04-17,04,등록취소,서울특별시 종로구 신문로1가 58-14번지 한글회관 402호 ,"서울특별시 종로구 새문안로3길 7  (신문로1가,한글회관 402호)",(주)굳비즈(),4854000
3000000,2005-03-23,04,등록취소,서울특별시 종로구 수송동 91번지 목은관 4층 ,"서울특별시 종로구 종로5길 76  (수송동,목은관 4층)",(주)그린펀,7873000
3000000,2013-06-28,04,등록취소,서울특별시 종로구 내수동 광화문시대 621호,"서울특별시 종로구 사직로8길 42, 621호 (내수동, 광화문시대)",(주)에코트래블,42966000
3000000,2014-07-31,04,등록취소,서울특별시 종로구 종로5가 76번지 효제빌딩 4층 413호,"서울특별시 종로구 종로 221, 4층 413호 (종로5가, 효제빌딩)",좋은하루,33849000
3000000,2001-09-07,04,등록취소,서울특별시 종로구 신문로1가 24-0번지 고려빌딩 502호 ,"서울특별시 종로구 새문안로 91  (신문로1가,고려빌딩 502호)",하나투어라인(주),5822000
3000000,2001-09-20,04,등록취소,서울특별시 종로구 관훈동 196-6번지 5층 ,"서울특별시 종로구 인사동길 33  (관훈동,5층)",Excitingkorea,30297000
3000000,1999-12-28,04,등록취소,서울특별시 종로구 운니동 98-20번지 삼환빌딩 1005호 ,"서울특별시 종로구 율곡로 82  (운니동,삼환빌딩 1005호)",(주)투어벤쳐여행사(),15835000
3000000,2000-01-24,04,등록취소,서울특별시 종로구 연지동 136-56번지 한국기독교연합회관 906호 ,"서울특별시 종로구 김상옥로 30  (연지동,한국기독교연합회관 906호)",(주)에버여행사,20177000
3000000,2000-04-12,04,등록취소,서울특별시 종로구 수송동 51-8번지 거양빌딩203호 ,"서울특별시 종로구 율곡로4길 63  (수송동,거양빌딩203호)",(주)달과인터넷,10889000
3000000,2000-12-23,04,등록취소,서울특별시 종로구 창신동 443-3번지 1층 ,"서울특별시 종로구 종로 284 (창신동,1층)",(주)서울금성,26999000
3000000,2001-01-03,04,등록취소,서울특별시 종로구 창신동 443-3번지 ,서울특별시 종로구 종로 284  (창신동),금성관광(주),38939000
3000000,2001-01-04,04,등록취소,서울특별시 종로구 관철동 252-1번지 대신빌딩 507호 ,"서울특별시 종로구 청계천로 55  (관철동,대신빌딩 507호)",(주)땡스코리아,6255000
3000000,2001-01-05,04,등록취소,서울특별시 종로구 낙원동 58-1번지 ,서울특별시 종로구 삼일대로30길 21  (낙원동),더웨이트라블써비스(주),36747000
3000000,2001-01-12,04,등록취소,서울특별시 종로구 내수동 167-0번지 세종로대우빌딩복합동 502 502호,"서울특별시 종로구 새문안로3길 30,  502호 (내수동,세종로대우빌딩복합동 502)",(주)멋진여행,23972000
3000000,2001-02-16,04,등록취소,서울특별시 종로구 종로3가 160번지 동양빌딩 301호 ,"서울특별시 종로구 종로 146-2  (종로3가,동양빌딩 301호)",(주)월드컵여행사,31259000
3000000,2001-02-28,04,등록취소,서울특별시 종로구 내수동 1번지 대성빌딩 708호 ,"서울특별시 종로구 새문안로5가길 7  (내수동,대성빌딩 708호)",(주)가보여행사(),18533000
3000000,2006-04-11,04,등록취소,서울특별시 종로구 내자동 164번지 우신빌딩 201호 ,"서울특별시 종로구 사직로10길 11 (내자동,우신빌딩 201호)",알리오천리관광,4398000
3000000,2006-05-17,04,등록취소,서울특별시 종로구 신문로1가 163번지 광화문오피시아 1910 ,"서울특별시 종로구 새문안로 92  (신문로1가,광화문오피시아 1910)",(주)해온,44147000
3000000,2006-06-12,04,등록취소,서울특별시 종로구 동숭동 1-45번지 자유빌딩6층 ,"서울특별시 종로구 대학로12길 31  (동숭동,자유빌딩6층)",(주)엘아이지항공여행사,30250000
3000000,2001-04-11,04,등록취소,서울특별시 종로구 종로6가 242-1번지 한덕빌딩 508호 ,"서울특별시 종로구 종로41길 25  (종로6가,한덕빌딩 508호)",(주)월드앤코리아,38675000
3000000,2001-12-14,04,등록취소,서울특별시 종로구 서린동 149번지 갑을빌딩 9층 ,"서울특별시 종로구 청계천로 11  (서린동,갑을빌딩 9층)",(주)코리아익스플로러,21070000
3000000,2001-03-22,04,등록취소,서울특별시 종로구 수송동 51-8번지 ,서울특별시 종로구 율곡로4길 63  (수송동),(주)여행동화,32270000
3000000,2002-01-08,04,등록취소,서울특별시 종로구 도렴동 115-0번지 삼육빌딩 707 ,,도고여행사,15232000
3000000,2002-01-23,04,등록취소,서울특별시 종로구 청진동 201-1번지 진학회관 503호 ,"서울특별시 종로구 종로3길 38  (청진동,진학회관 503호)",(주)호텔플러스(),15112000
3000000,2002-02-06,04,등록취소,서울특별시 종로구 종로1가 24-0번지 수도빌딩 505호 ,"서울특별시 종로구 종로 19  (종로1가,수도빌딩 505호)",주)브릿지에어트레블(),22244000
3000000,2010-04-13,04,등록취소,서울특별시 종로구 계동 146-1번지 3층3호 ,"서울특별시 종로구 계동길 5, 3층 3호 (계동)",(주)나미투어,3531000
3000000,2011-12-06,04,등록취소,서울특별시 종로구 종로5가 193-7 303호,"서울특별시 종로구 종로34길 7, 303호 (종로5가)",우리산여행사,74500000
3000000,2012-04-27,04,등록취소,서울특별시 종로구 신문로1가 163번지 광화문오피시아 1208호,"서울특별시 종로구 새문안로 92, 1208호 (신문로1가, 광화문오피시아)",(주)아이클럽,22704000
3000000,2012-06-26,04,등록취소,서울특별시 종로구 당주동 147번지 미도파광화문빌딩 601호,"서울특별시 종로구 세종대로23길 47, 601호 (당주동, 미도파광화문빌딩)",(주)트윈스투어여행사,42896000
3000000,2009-12-10,04,등록취소,서울특별시 종로구 적선동 156번지 광화문플래티넘 1207호,"서울특별시 종로구 새문안로5가길 28,  1207호 (적선동,광화문플래티넘)",(주)인투인투어,10926000
3000000,2001-05-26,04,등록취소,서울특별시 종로구 부암동 148-24번지 301호 ,"서울특별시 종로구 자하문로 254  (부암동,301호)",주)투어프라자,13302000
3000000,2005-07-08,04,등록취소,서울특별시 종로구 당주동 5번지 로얄빌딩5층 ,"서울특별시 종로구 새문안로5길 19  (당주동,로얄빌딩5층)",(주)터치더월드,29801000
3000000,2001-04-19,04,등록취소,서울특별시 종로구 숭인동 1403번지 태영빌딩 4층 ,"서울특별시 종로구 난계로29가길 12  (숭인동,태영빌딩 4층)",(주)한솔이벤트관광(),31307000
3000000,2001-04-24,04,등록취소,서울특별시 종로구 숭인동 201-14번지 ,서울특별시 종로구 종로66가길 12  (숭인동),지에스인터내셔날(주)(),24149000
3000000,2001-05-09,04,등록취소,서울특별시 종로구 신문로1가 25-0번지 용마빌딩 902 ,,주)신선여행,18528000
3000000,2002-07-05,04,등록취소,서울특별시 종로구 명륜2가 21-1번지 명륜프라자 3층 ,"서울특별시 종로구 창경궁로 260  (명륜2가,명륜프라자 3층)",한국레져개발(주),10638000
3000000,1998-01-30,04,등록취소,서울특별시 종로구 종로2가 75-9번지 미려빌딩3층 ,"서울특별시 종로구 종로 78  (종로2가,미려빌딩3층)",(주)스마일교육여행,41942000
3000000,1998-02-04,04,등록취소,서울특별시 종로구 신문로1가 238-0번지 5층 ,"서울특별시 종로구 새문안로3길 12  (신문로1가,5층)",(주)뉴서울국제여행사(),23893000
3000000,1998-03-03,04,등록취소,서울특별시 종로구 내수동 1-0번지 대성빌딩 702호 ,"서울특별시 종로구 새문안로5가길 7  (내수동,대성빌딩 702호)",온세여행(주),19160000
3000000,1998-03-09,04,등록취소,서울특별시 종로구 종로1가 19-1번지 ,,주)팬더투어,20072000
3000000,1998-04-06,04,등록취소,서울특별시 종로구 종로1가 24-0번지 ,서울특별시 종로구 종로 19  (종로1가),주)다정관광,39762000
3000000,2006-06-12,04,등록취소,서울특별시 종로구 평동 219번지 박영빌딩 302호 ,"서울특별시 종로구 통일로 132  (평동,박영빌딩 302호)",(주)디테일에스투어,11256000
3000000,2007-03-07,04,등록취소,서울특별시 종로구 내수동 74번지 광화문시대 715호,"서울특별시 종로구 사직로8길 42,  715호 (내수동,광화문시대)",(주)민앤준여행사,8483000
3000000,2006-07-13,04,등록취소,서울특별시 종로구 신문로1가 238번지 신문로빌딩3층 ,"서울특별시 종로구 새문안로3길 12  (신문로1가,신문로빌딩3층)",(주)열린여행,4000000
3000000,2008-04-29,04,등록취소,서울특별시 종로구 수송동 58번지 두산위브파빌리온 934호 ,"서울특별시 종로구 삼봉로 81  (수송동,두산위브파빌리온 934호)",(주)골프오션,13606000
3000000,1998-05-04,04,등록취소,서울특별시 종로구 청진동 182-4번지 원일빌딩403호 ,"서울특별시 종로구 종로3길 30  (청진동,원일빌딩403호)",(주)구구여행사,26598000
3000000,2007-03-08,04,등록취소,서울특별시 종로구 내수동 167번지 제복합동 제8층 제15호 ,"서울특별시 종로구 새문안로3길 30  (내수동,제복합동 제8층 제15호)",나자르인터내셔날(주),38150000
3000000,2007-04-13,04,등록취소,서울특별시 종로구 당주동 5번지 로얄빌딩 제4층 제5호 ,"서울특별시 종로구 새문안로5길 19  (당주동,로얄빌딩 제4층 제5호)",(주)조이클럽투어,39282000
3000000,2007-12-26,04,등록취소,서울특별시 종로구 창신동 328-18번지 시즌빌딩 10층 26호 ,"서울특별시 종로구 지봉로 19 (창신동,시즌빌딩 10층 26호)",아이케이트레블(유),13040000
3000000,2007-05-14,04,등록취소,서울특별시 종로구 연지동 136-46번지 한국기독교회관 3층 ,"서울특별시 종로구 대학로 19  (연지동,한국기독교회관 3층)",필그림스투어,37761000
3000000,2008-02-22,04,등록취소,서울특별시 종로구 체부동 212번지 태성빌딩 3층 ,,(주)진양여행사,12913000
3000000,2007-02-21,03,폐업,서울특별시 종로구 필운동 227번지 6층 ,"서울특별시 종로구 사직로 97  (필운동,6층)",(주)에이치엠피투어,29617000
3000000,2015-07-02,03,폐업,서울특별시 종로구 수송동 80-6번지 석탄회관 2층 ,"서울특별시 종로구 종로5길 58, 2층 (수송동, 석탄회관빌딩)",(주)골드투어,2481000
3000000,2006-07-10,03,폐업,서울특별시 종로구 수송동 58번지 두산위브파빌리온821 ,"서울특별시 종로구 삼봉로 81  (수송동,두산위브파빌리온821)",(주)나눔여행,21398000
3000000,2008-04-30,03,폐업,서울특별시 종로구 신문로1가 24 광화문 고려빌딩 514호,"서울특별시 종로구 새문안로 91, 광화문 고려빌딩 514호 (신문로1가)",(주)나트래블,6801000
3000000,2015-10-19,03,폐업,서울특별시 종로구 세종로 211 광화문빌딩 ,"서울특별시 종로구 세종대로 149, 광화문빌딩 20층 (세종로)",(주)린투어,3690000
3000000,2018-04-10,03,폐업,서울특별시 종로구 신교동 58-1번지 ,"서울특별시 종로구 자하문로 85, 지층 (신교동)",경복궁학교협동조합,37838000
3000000,2018-06-26,03,폐업,서울특별시 종로구 내수동 75 용비어천가 ,"서울특별시 종로구 새문안로3길 36, 317호 (내수동, 용비어천가)",주식회사 올래여행사,14443000
3000000,2006-07-20,03,폐업,서울특별시 종로구 당주동 145번지 롯데미도파210호 ,"서울특별시 종로구 세종대로23길 47  (당주동,롯데미도파210호)",(주)사랑월드투어,26915000
3000000,2006-08-04,03,폐업,서울특별시 종로구 종로6가 242-1번지 한덕빌딩1005 ,"서울특별시 종로구 종로41길 25 (종로6가,한덕빌딩1005)",(주)에이치엠엔월드와이드,9426000
3000000,2006-11-22,03,폐업,서울특별시 종로구 명륜4가 144번지 2층 ,"서울특별시 종로구 대학로9길 37  (명륜4가,2층)",달무리여행사(주),26978000
3000000,2006-12-07,03,폐업,서울특별시 종로구 인의동 48-26번지 무궁화빌딩 1103호,"서울특별시 종로구 창경궁로 106,  1103호 (인의동,무궁화빌딩)",투투투어,10881000
3000000,2006-12-21,03,폐업,서울특별시 종로구 수송동 58번지 두산위브파빌리온 707호,"서울특별시 종로구 삼봉로 81,  707호 (수송동,두산위브파빌리온)",(주)이츠투어,31742000
3000000,2007-01-23,03,폐업,서울특별시 종로구 내수동 72번지 경희궁의아침3단지 707호,"서울특별시 종로구 사직로8길 34, 707호 (내수동,경희궁의아침3단지)",성경에스엠씨엔티(주),41424000
3000000,2007-01-26,03,폐업,서울특별시 종로구 종로2가 12번지 통일빌딩 302호,"서울특별시 종로구 종로 77, 302호 (종로2가, 통일빌딩)",썬모래투어,2284000
3000000,2007-02-07,03,폐업,서울특별시 종로구 내수동 167번지 제복합동 제5층 제7호 ,"서울특별시 종로구 새문안로3길 30  (내수동,제복합동 제5층 제7호)",(주)클라이언트투어(),37789000
3000000,2012-12-07,03,폐업,서울특별시 종로구 수송동 58 두산위브파빌리온 ,"서울특별시 종로구 삼봉로 81, 229호 (수송동)",(주)투어피플,14906000
3000000,2021-06-16,03,폐업,서울특별시 종로구 숭인동 201-28 계명빌딩 ,"서울특별시 종로구 종로66길 20, 계명빌딩 512호 (숭인동)",비와이트래블,33794000
3000000,2007-03-12,03,폐업,서울특별시 종로구 당주동 5번지 로얄빌딩 제8층 제1호 ,"서울특별시 종로구 새문안로5길 19  (당주동,로얄빌딩 제8층 제1호)",(주)울트라투어 (),4746000
3000000,2007-03-16,03,폐업,서울특별시 종로구 내수동 167번지 세종로대우빌딩 지하1층 113호 ,"서울특별시 종로구 새문안로3길 30  (내수동,세종로대우빌딩 지하1층 113호)",(주)엘케이투어,2671000
3000000,2007-04-27,03,폐업,서울특별시 종로구 종로2가 75-9번지 미려빌딩 4층 ,"서울특별시 종로구 종로 78 (종로2가,미려빌딩 4층)",(주)반석투어,23932000
3000000,2008-01-09,03,폐업,서울특별시 종로구 종로2가 71-4번지 경영빌딩 3층 1호 ,"서울특별시 종로구 종로 88  (종로2가,경영빌딩 3층 1호)",(주)비쥬얼항공여행사,41389000
3000000,2008-02-22,03,폐업,서울특별시 종로구 신문로1가 163번지 광화문오피시아빌딩 1112호 ,"서울특별시 종로구 새문안로 92 (신문로1가,광화문오피시아빌딩 1112호)",(주)한조피엔디,10638000
3000000,2007-05-09,03,폐업,"서울특별시 종로구 신문로1가 163번지 광화문오피시아빌딩 1431호,1432호 ","서울특별시 종로구 새문안로 92  (신문로1가,광화문오피시아빌딩 1431호,1432호)",(주)아이굿모닝,14826000
3000000,2007-05-10,03,폐업,서울특별시 종로구 견지동 110-32번지 견지동빌딩 1105호 ,"서울특별시 종로구 우정국로 39  (견지동,견지동빌딩 1105호)",(주)파크비젼,34202000
3000000,2007-06-04,03,폐업,서울특별시 종로구 연지동 136-46 한국기독교회관 4층 ,"서울특별시 종로구 대학로 19, 한국기독교회관 4층 (연지동)",(주)블레스투어,9565000
3000000,2011-04-18,04,직권말소,서울특별시 종로구 창신동 687-8 2층 ,"서울특별시 종로구 창신길 15-6 (창신동,2층)",(주)디오인터네셔날,34467000
3000000,2010-09-07,04,직권말소,서울특별시 종로구 적선동 156 광화문 플래티넘 ,"서울특별시 종로구 새문안로5가길 28, 광화문 플래티넘 907호 (적선동)",(주)라온여행사,40789000
3000000,2010-09-15,04,직권말소,서울특별시 종로구 관철동 252-1 대신빌딩 305호,"서울특별시 종로구 청계천로 55, 3층 5호 (관철동, 대신빌딩)",(주)태하여행사,29204000
3000000,2021-06-08,01,영업중,서울특별시 종로구 당주동 145 ,"서울특별시 종로구 세종대로23길 47, 미도파광화문빌딩 601-16호 (당주동)",정다운여행사,6723000
3000000,2020-11-17,01,영업중,서울특별시 종로구 혜화동 15-19 선흥그린빌리지 101호,"서울특별시 종로구 혜화로8길 16, 101호 (혜화동, 선흥그린빌리지)",돌레길 협동조합,4830000
3000000,2020-11-13,01,영업중,서울특별시 종로구 당주동 145 ,"서울특별시 종로구 세종대로23길 47, 미도파광화문빌딩 601-99호 (당주동)",(주)투어랑,36418000
3000000,2021-04-16,01,영업중,서울특별시 종로구 명륜1가 46-3 주호빌딩 ,"서울특별시 종로구 혜화로 13, 주호빌딩 302호 (명륜1가)",다가치포럼 사회적협동조합,10097000
3000000,2020-02-27,01,영업중,서울특별시 종로구 수송동 58 두산위브파빌리온 ,"서울특별시 종로구 삼봉로 81, 두산위브파빌리온 11층 1118호 (수송동)",주식회사 월드미소투어,26360000
3000000,2004-03-04,01,영업중,서울특별시 종로구 신문로1가 163번지 광화문오피시아 2105호,"서울특별시 종로구 새문안로 92, 2105호 (신문로1가, 광화문오피시아)",(주)투어리아,3251000
3000000,2000-05-25,01,영업중,서울특별시 종로구 내수동 75 용비어천가 1222호,"서울특별시 종로구 새문안로3길 36, 1222호 (내수동, 용비어천가)",(주)체이스컬트투어,16772000
3000000,2007-07-24,01,영업중,서울특별시 종로구 내수동 72 경희궁의아침 3단지 303호,"서울특별시 종로구 사직로8길 34, 3층 3호 (내수동, 경희궁의아침 3단지)",(주)로제항공여행사,14272000
3000000,2010-10-27,01,영업중,서울특별시 종로구 종로5가 322-8번지 동원빌딩 4층 504호 ,"서울특별시 종로구 종로34길 14, 4층 504호 (종로5가, 동원빌딩)",미래트레킹,11217000
3000000,2014-10-27,01,영업중,서울특별시 종로구 종로5가 193-7 세종빌딩 404호,"서울특별시 종로구 종로34길 7, 404호 (종로5가, 세종빌딩)",네팔트레킹,1378000
3000000,2016-01-13,01,영업중,서울특별시 종로구 인사동 194-4 하나로빌딩 ,"서울특별시 종로구 인사동5길 25, 하나로빌딩 4층 4호 (인사동)",(합)아름관광여행사,33920000
3000000,2006-05-29,01,영업중,서울특별시 종로구 신교동 59 602호,"서울특별시 종로구 필운대로 116, 신우빌딩 602호 (신교동)",(주)여행자클럽,12279000
3000000,2019-12-06,01,영업중,서울특별시 종로구 평창동 66-72번지 안성타워 ,"서울특별시 종로구 평창문화로 152, 510호 (평창동, 안성타워)",디타임(D.TIME),18849000
3000000,2020-07-06,01,영업중,서울특별시 종로구 창신동 630-1 창신동 아트브릿지 문화복합주택 ,"서울특별시 종로구 창신길 119, 창신동 아트브릿지 문화복합주택 2층 (창신동)",주식회사 에스에프트립,8794000
3000000,2020-06-19,01,영업중,서울특별시 종로구 옥인동 108 ,"서울특별시 종로구 필운대로 53-30, 2층 (옥인동)",욜로고,1669000
3000000,2021-05-27,01,영업중,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩 1317호,"서울특별시 종로구 새문안로 92, 광화문오피시아빌딩 1317호 (신문로1가)",(주)크리스탈에이스크루즈,21514000
3000000,2014-05-13,04,영업정지,서울특별시 종로구 관철동 252-1 대신빌딩 1002호,"서울특별시 종로구 청계천로 55, 1002호 (관철동, 대신빌딩)",(주)티더블유엑스코리아,9622000
3000000,2017-11-27,01,영업중,서울특별시 종로구 청진동 70 그랑서울 타워1동 7호,"서울특별시 종로구 종로 33, 타워1동 7층 (청진동)",(주)마음담다,13278000
